dataset;strategy;length_or_k;method;accuracy;f1_score;train_size;test_size;status;grid_search_time;rf_max_depth;rf_max_features;rf_min_samples_leaf;rf_min_samples_split;rf_n_estimators
datasets/BPI_Challenge_2013_incidents.xes;last10;10;Baseline;0.6944444444444444;0.6464683498197991;552;144;Success;3.5652761459350586;10;sqrt;2;5;200
datasets/BPI_Challenge_2013_incidents.xes;last10;10;OHE;0.7083333333333334;0.6529402209226771;552;144;Success;3.6160151958465576;10;sqrt;2;5;100
datasets/BPI_Challenge_2013_incidents.xes;last10;10;Bigram;0.7083333333333334;0.6129482161335313;552;144;Success;3.477468252182007;10;sqrt;2;2;200
datasets/BPI_Challenge_2013_incidents.xes;last10;10;W2V;0.6805555555555556;0.5947582453186607;552;144;Success;3.728811740875244;10;sqrt;1;2;200
datasets/BPI_Challenge_2013_incidents.xes;last10;10;D2V;0.7083333333333334;0.6176470588235294;552;144;Success;5.691696882247925;10;sqrt;2;2;200
datasets/BPI_Challenge_2013_incidents.xes;last10;10;BERT;0.6875;0.6585672392124005;552;144;Success;7.553798198699951;;log2;2;5;100
datasets/BPI_Challenge_2013_incidents.xes;last10;10;ACF;0.7083333333333334;0.609375;552;144;Success;4.493390083312988;10;sqrt;2;2;100
datasets/BPI_Challenge_2013_incidents.xes;last20;10;Baseline;0.6944444444444444;0.6464683498197991;552;144;Success;3.504899024963379;10;sqrt;2;5;200
datasets/BPI_Challenge_2013_incidents.xes;last20;10;OHE;0.7083333333333334;0.6529402209226771;552;144;Success;3.4899330139160156;10;sqrt;2;5;100
datasets/BPI_Challenge_2013_incidents.xes;last20;10;Bigram;0.7083333333333334;0.6129482161335313;552;144;Success;3.5191569328308105;10;sqrt;2;2;200
datasets/BPI_Challenge_2013_incidents.xes;last20;10;W2V;0.6805555555555556;0.5947582453186607;552;144;Success;3.458169937133789;10;sqrt;1;2;200
datasets/BPI_Challenge_2013_incidents.xes;last20;10;D2V;0.7083333333333334;0.6106673428849161;552;144;Success;5.307221174240112;10;log2;2;2;100
datasets/BPI_Challenge_2013_incidents.xes;last20;10;BERT;0.6944444444444444;0.6611814960438814;552;144;Success;5.377762794494629;10;log2;1;5;200
datasets/BPI_Challenge_2013_incidents.xes;last20;10;ACF;0.7083333333333334;0.609375;552;144;Success;4.425794839859009;10;sqrt;2;2;100
datasets/BPI_Challenge_2013_incidents.xes;last3;20;Baseline;0.6146788990825688;0.5970931603290687;389;109;Success;3.2014079093933105;10;sqrt;1;2;100
datasets/BPI_Challenge_2013_incidents.xes;last3;20;OHE;0.6146788990825688;0.5970931603290687;389;109;Success;3.0879318714141846;10;sqrt;2;2;100
